w_id	word	Chechen	ZH..АЗ.Azerbaijani	ZI..KU..Kumyk	ZJ..KT..Kumyk_Kajtag_Tumenler	A..АВЧД.Avar..Chadakolob.	B..АНД.Andi		C..АХВ.Akhvakh	D..ЧАМ.Chamalal	E..ЧАМГ.Chamalal..Gigatli.	F..ТИНД.Tindi	G..ИНХ.Inkhokwari	H..ЦЕЗ.Tsez	I..ГИН.Hinuq	J..БЕЖТ.Bezhta..Tladal.	K..БЕЖХ.Bezhta..Khoshar.Khota.	L..ГУНЗ.Hunzib	M..ЛАК.Lak	N..ДАРЧ.Chirag.Dargwa	O..АРЧ.Archi	P..ТАБД.Tabasaran..Dyubek.	Q..ТАБК.Tabasaran..Kondik.	R..АГБЩ.Agul..Burshag.	S..АГРИ.Agul..Richa.	T..АГБХ.Agul..Burkikhan.	U..АГФИ.Agul..Fite.	V..АГТП.Agul..Tpig.	W..ЛЕЗХ.Lezgian..Khlyut.	X..РУТЛ.Rutul..Luchek.	ZA..ЦАХ.Tsakhur..Mikik.	ZB..ЦАХГ.Tsakhur..Helmets.	ZC..ЦАХЦ.Tsakhur..Tsakhur.	ZD..КРЫЗ.Kryz	ZE..БУД.Budugh	ZF..ХИН.Khinalug	ZG..УД.Udi
259	ХИНКАЛ	гала	хәнҝәл	гьинкал	хинк1е	Xenk'	q'innil/H		X̄ĩk'i/HL	X̄inč'/H, Xosũ/L	Xinč;/H	X̄inky'a	Xink'e/HL, uma/HL	Hak'o	Xok'o	Xok'a/H, Xink'/L	Xok'a	Xank'al	X̄unk', hawk̄uri	k̄urc̄	hâInk̄ur(i), qonk', q'Iabáq'I, s̄urHílu	Xínk'i/R	Xink'	Xink'	Xink'ár || Xink'ál, ik'ér	Xink'	NA	NA	Xink'ár	Xink'ár	Xink'ál/H, t'ele/H, gɨrc/H	qɨnyk'aly, gɨrc	Xɨnk'ál, t'ele, gɨrc	Xink'al	Hink'ál	Xɨnk'ál	Xenq̃al
260	ЯЙЦО	х1оа	јумурта	йымырткъа	юмуркъа	Honó	k'ork'on/H		qanu/HL	čača/H || čacã/H	k'uc'án/H	k'yek'yama	k'imač'/LH	k'eneč'	q'imac'	č'emüč'/M	čemuc'	qõqla	k̄unuk	duqú	génuk	pa:luXIúw/H	murtá	ŘuráŘan	RIaráRIal	RaraRil	RIaráRIil	NA	k̃ak̃á	Rɨlɨ́R	q'uq'/H	q'uq'	q'uq'	kusunt'	kusxud	k'az	qok̃la
261	СОЛЬ	туьха	дуз	туз	туз	c'am	c̄'on/H		c̄'ani/HL	s'ã:/L	c'ãj/L	cã:	cĩjo/LH	cijo	čijo	ca/M	ca	cө̃	c'˳u	NA	órXIi	q'il/R	q'il	q'el	q'Ial	q'el	q'il	q'el	q'äl	q'ely	q'ew/R	q'ew	q'ew	q'ěl	q'el	q'ä	el
262	ХМЕЛЬНОЙ НАПИТОК	NA	боза	боза	боза	č'aʕá	č'aʔa/HF, medi/HL		mic̄'a/RL	q'erLa/RL, k'˳ãhã/L	q'erLa/RL	č'a:, dindi	č'a:/L, zɨlo/HL	zeru	zere	suro/MFL, č'äʕä/MFL	suro, č'äʔä	č'aʕa, suru	haIn, mac̄̌a:	NA	X̄aláj	č'aIp'á/R	NA	NA	balbuzá	Xurág	Xurág	NA	t'ač	Xen	wɨXIna/L	wɨXIɨna	wuXIana	NA	NA	NA	fi
263	МЁД	моз	бал	бал	бал	hoc'ó	hunc̄'i/HF		ũc̄'i/RL	hũs'/L	húnc'i/L	hunci || hũci	nucu/L	nuci	nuce	nuco/M	nuco	nucu	nic'	wáza	imc'	jíc̄̊i/H	jíc̄̊	jit̄˳	it̄˳	üt̄	üt̄	NA	ürt	it	uty/H	it˳	it˳	jit	jit	nüc'	uc̃̌I
264	РУБАШКА	коч	көјнәк	гёлек	гоьйлек	gurdé, kuntá	k˳anno/H		L'õko/HL	k'ač/L, qabala/L	Xinčú/HL	k'ači	gid/F	ged, kunta	k'oboj, kunta	muXun/L, kunta/FLL, k'aba/H	muXun, kunta, k'aba	puXun, k'aba, kunta	huqa	k̄úrt̄e	XIošón, k'ob	gú(r)t̄u/H	k̄urt̄	k̄urt̄	barHám	berHám	k̄urt̄	NA	p̃erhém	uXún	XIalat/H, gurt/H, don	gurt, don	XIalet, gurt, don	bihräm	pirem, buləsə	p̃ejrám	därgä
265	ШТАНЫ	хеча	шалвар	иштан, шалбар	шалвар	Hebét	ošqogi/H		bata/L	bata/L	batá/L	bata	RɨLu/HL	ReLu	ReLu	XiLo/L	XiLo	XɨLu	haIžak	wašqIág	páIt̄əla	Xuc̄̌ága/H, šarwál/H	Xuc̄̌íg, šarwár	šalwár	šawlár	šawlár	šawlár	NA	šalwár	badú	bada/H	bada	bada	šalvar	šalval || šalvar	šalvár	qIoloRI
266	БУРКА	верта	јапынҹы	ямучу	ямунчу	bútna	burtina/HL		butina/HHF	botũ/HL	bútina/HL	butuna	butno/HL	butni	Xe	q'ir/FL, q'uni/H	q'ir, q'oni	q'ir	warsi	warsé	wárti	ürt/L	jurč	lit	lit	lit	lit	NA	lit	lit, Gabáčej	lity/F	lity	lity	čuXa	jəpɨnčə, čuXa	japɨnǯɨ́	NA
267	ТУЛУП, ШУБА	кетар	күрк	тон	тон	q'áliž, k'ač	qapača/HL, biɬo/HF		q̄a:ča/HL, k'ači/HL, tuma/L	qabača/H, sagula/LHL	qabáča/L	qabača, sagula, boka	boko/L, k'alak'ač/H	boko, k'alak'ač/H	k'alk'ač	L'ar/FL, mäkä/L	L'ar, mäkä	hõgo, kaʕlažu	raIhu	qarík'˳	párt̄uq', ráIhu	urǧám/R	urǧám	kurís̄	k̄ul, x̌a-k̄ul	x̌a-k̄ul	k̄ul	NA	k̃urt	gɨlɨ́mat	q'arq'˳/H	q'arq'˳	q'arq'˳	kiš	kiš	Xolú	külk
268	ШАПКА	куй	папаг	шапка, папах	шапка, папах	t'uRúr	raG˳ara/L		t'ale/RH	gaɬ/R	gaɬú/LH	q'˳apa	RIebila/HL	k'uk'	L'oq'on	baʔe/L, L'aq'alo/MML	baʔi, L'aq'alo	L'oq'ol	q'Iapa	q'apá	turá	p'ap'áX/R	bačúk'	barmák || balmák	barmák	barmák	barmák	NA	p̃armák	č'ač'áXaj	q'ac̄̌i:/HL	q'ac̄̌i	q'ac̄̌i	t'ät'äX	q'emelči	p'ap'áX	papaq
269	ПЛАТОК ЖЕНСКИЙ	йовлакх	чалма, башгийим	явлукъ	к!ана	k'až, čarmá	k'azi/HF, jawluqi/HHL		k'ãzi/RL, h˳ado/H	k'anz/R, jajluq/H	k'ázi/RL, jajlúq/L	k'azi, jaluq	k'azi/HL, jawluq/HL	L'iriku, čurRIaj	L'ereku, čurRan	k'az/H	q'ämL'aš	k'az	k˳arš̄i, lačak	t'as̄bukún	čaláRaj, gat', k'az	ja:lúq/R	jaRlúq	jaʕlúq̄	jaRlúq	jaRlúq	jaRlúq	NA	lečéki	ja:lɨ́R	ja:lɨR/H	jarlɨR	ja:lɨR	mejzar	šal, urtug, jojluR	bišmä́, mizä́r, šal	jaluR, čalma
270	ЧУХТА	чухта	чутгу	чуткъу	чуткъу	NA	čuXt'u/HL		čoX̄ote/HHL	k'ans̄a || k'amsa	k'ás̄̌a	čuX(u)t'ar	čuXt'ur/HL	čuHt'ul	čoXt'o	čöXt'ö/H	döncä	NA	č'inč'u	č'uk'	čuXt'ú	čuXtá/H	ču̯Xt̄á	c̊uk'	majzár	q̄uč	čuXt̄á	NA	birčéki	c'ec'	tyulyu/H	tyuli	tyulyu	čutGu	q'an	čutqá	NA
271	КОЛЬЦО	ч1уг	үзүк	юзюк, оьрмекче	юзук	bárRič	c̄'ek'a-ɬol/HL-L		baRače/HHL	mik's̄il/L	ɬezí-bak'úr/L-LH	mik'yi-s̄̌al	t'ala-qasa/HL-HL	baši-qoIju	kiči	k'ojra/H	k'örijä	k'orjo, zəL'aj	k'is̄a	t'ulé	báRəža	t'ulwán/H	t'ublan	t'uwal	t'ubál	t'awúI	t'ubál	NA	tp'al, ünǘg	mɨ́hɨr	t'užba/HL	t'užiwa	t'uzwa	gäc, t'ɨlRät'	gos, t'il-Rež	miRä́čil	boRočal
272	БРАСЛЕТ	хьоз	голбаг, биләрзик	билезик	булезик	xúrxin	k˳orq'in/HL		k˳ãq̄'e/HL, x̄ux̄i/RH	k˳aq'ĩ/HL	koq'ín	k˳aq'an	ãka	aka	aka	ã̂gä/ML	ägä	ãga	k˳aniš	qiláX̄˳a	g˳éniši	qulíq/F	kulíX	rukú	k˳aníš	k˳aníš	kuníǯ	NA	c̃am	zímag	zɨnǯɨr/H	zɨnǯir	zinǯir	biläzik	bilezig, bileg, XabarXud	biläzíg	q̃oXlang
273	РЕМЕШОК	NA	ҝајыш	белбав	белвев	č'oló	č'oI/H, iɬob/L		č'ali/RL	č'al/H	č'ali/HL	č'˳ali	ẽɬ/F	č'ir	č'ilu	č'elö/M	č'elo	č'elu	č'ulu	p̄ané, č'ála	č'ot	č'ul/H	č'ul	č'il	č'il	č'il	č'il	NA	zul, č'ɨl	úzun, č'il	č'uwa/H	č'iwa	č'uwa	č'il, zɨl	č'il	t'u	c̃̌o:ri
274	РЕМЕНЬ	доьхка	кәмәр, тогга	белбав	белбев; белвев	ráL'ič	roL'očul/HHL		raL̄'iča/HHL	jačal/L || jaL'čal/L	račál/L	riž˳a	riž˳a/LH, õcoLu/HHL	ašuni	ašune	tic'iro/M	tic'iro	eLe	muIhlu	c̄ac̄íp̄ul	q'Iot'ól	kemél/H	kamár	č'il	q'Iat'úl	č'il	č'il	NA	kemér	kamár	kemer/H, jɨq'Ian/H	kamar, jiq'Ian	kemer	t'äsmä, kämär	Gejiš	t'asmá	qIoloRIoj-čIa
275	ПУГОВИЦА	ноьда	дүјмә	тюйме	седеп	pek'	mirRara/H		maRaliq̄'o/HHHF, magute/HHL	maRal/H	marRál/H, c'apál/L	maRal	cet'o/LH	cet'a	cet'a	gežä/H	geza, pek', t'uruci	pek', geža	k'ič'	iRIánaj	bek', č'or, kus	sedéf/H	sidíf	k'uč'	k'uč'	k'uč'	k'uč'	NA	sadáf, c'ap, k̃am	q'˳an, sadáf, k'ɨč'	k'ɨč'/H	k'ɨč'	k'ɨč'	č'äfä	t'ilʕab	pilä́k	ülmäj
276	ЗАСТЕЖКА	туьдарг	тогга	пентлер	седеп	tik', ʕik'	kic'u/LH		šaru/HL, kič'o/H, s̄ino/RL	k'ič'˳, X˳alam/H, tus'a/L	Ranc'á/L	kyic'u	kač'u/HL, ocu	t'ewo	ker	gečä/H	geco	neXus	haIt', mazrat'	p̄ul, c̄ác̄e	tanX, muk'á, Xin, k'ič'	c'ur/H, ʒic̄i-búl/H	c'ur	zaz	zaz	zaz	zaz	NA	duq̃á	ʔIub, ʒírʒen	uIm/L, iskily/H	ɨIm, isk'ily	q'ulyp, išk'ely, ɨIm	duqqa	toGGa	halq'á, q̃up̃p̃á, toq̃q̃á	NA
277	РУКАВ	пхьош	гол	енг	енг	q'˳al	k˳ol/L		k˳aX̄e/HL, q̄'˳ari/HL	k˳aXa	réluk˳an/HHL	k˳aX̄al	kulu/L	kuɬa	reL'a	riL'a/L	riL'a	rɨL'a	k˳aX̄˳a	durk̄á	Xalác'i	lúǧu/R	luǧ	Xilíw	Xilíb	Xilíw	Xilíw	NA	Xäl	Xulúk	Xuk/L	Xuk	Xuk	XälXäǯ	k'ɨl	k'ɨl	köj
278	РУКАВИЦА	кара	әлҹәк	къолгъап	къолгъап	k˳eR	k˳oɬir/HL		k˳aɬa/H	k˳aXa/L	kóXa/L	k˳aha	lɨL'a-qasa/HL-Hl	reL'i-qoju	Lok'ona	kosa/L	kosa	kosa	quk, k˳ata	kut'á	k˳át'i	elǯǘgü/H	behlí	Xilíw	xuxál	xaxál	xaʔál	NA	behlé	Xɨlíjdɨ	xaxali/HHF	xaxawaly	xaxali	älǯěg	Xaba-Gursər, elǯeg	kutí:r	älǯäj
279	НОСОК	пазат	ҹораб	чорап, насги	жораб; наски	č'indák'	padan/L		mač'ič'a/HHL	ini-biL'innab	kokása/H	nasuXa	c'indak'/HL	c'int'aj	c'inda	c'inda/HF	c'inda	c'ɨnda	žulaw	t̄ap̄-ré	ímL'əla	at'ín/H	ač'ín	gewáIn	gibáʕan	bäʡ	t'ür	NA	keméč	súkaj, gɨwáʔan	turs/H	tyursy	turs	kälčěm	Gaʕaǯ	inč'ámzi-Xel, inč'ámɨz	c̃indäk̃
280	САПОГ	NA	ботинка, чәкмә	батинка	патинка	mugúr	čakmahi/L		mačuja/L, X̄ũk'ače/HHL	čakmal/L	čakmá/L	čakmal	čakmaj/LH, mači/HL	gedo, gumura	NA	Häk'ä/H, kalbani/H	häk'ä, kalbani:	hek'e	NA	s̄ak̄lán	áqədan	čekmé/F	čekmí, t'irX	čakmá, šum	čakmá, šum	čakmá, šum	čakmá, šum	NA	NA	máhIas	q'aca/H	q'aca	q'aca	šäläm	čalam	čäkmä́, šalám	čäkmä
281	ГОЛЕНИЩЕ	NA	узунбоғаз чәкмә	хончу	хончу	k'ájil	s̄akur/HL		nik˳a/HF	inaX˳/H	enáXu/HHL	q'aru	hõč'/F	Hoč'	Xoc'	Räčö/L	Räčö	Rẽču || Reču	q'˳Iarži	q'Iult'	q'Iáq̄l'i	čekmén q'íq'i/H	čekmin q'íq'	q'iq'	k'ek'y, q'aq'	k'ek'y, q'eq'	k'ek'y	NA	q̄uX	buRáz	ǧaly	čakmajɨn k'ɨrɨ	buRaz	sɨl	Gunǯ	q̃unǯ	q̃unǯ
282	СОХА	нох	хыш	агъач сабан	пурус	burúš	rebc̄u/H		ʕebec̄e/HHL	bija:ca/H	recí/H	beci	buruc/H	birus	beruso	boros/M	boros	bərus	qaras	darác̄	ganási	curúc/H	durúc	durúc	durúc	durúc	durúc	NA	turáz	dɨlán	we:ca:/H	wɨjaca	we:ca:	k˳atan, diner	dinner	ɨngáz	penec̃
283	СОШНИК	хьоьнхал 	ҝаваһын	чатал	чатал	maX	q'eb/F		q̄'obe/HL	q'ob/H	q'ubú/H	q'oba	qIũ/H	qIu	qu	qö/FH	qö	qe	qurs̄il maX	R˳ab	ɬ̄ánnat	muq'ú/R	muq'ú	maʕ	maR	maR	maR	NA	maR	maR	maR/H	maR	maR	maR	govosun	q'u:	gyavasan
284	ЯРМО	дукъ	бојундуруг, зүлм	боюнса	боюнса	ruL'	ruL'o/LH		ruL̄'e/RL	wuL'/R	ruL'í	ruL'a	rɨL'/HL	raIL'u	roL'i	ruL'o/MFH	ruL'o	rɨL'u	duk'	duk'	oL'	jirk̄áRa/R	jurk̄áR	jark̄˳áX	k̄uráX	urk̄áR	Xewéndin k'úr, irk̄˳áR	NA	wek	XIɨwéʔed	oIk/H	oIk	oky	ukar	bujunduruR	ing	õqI
285	МОЛОТИЛЬНАЯ ДОСКА	NA	хырман тахтасы	элейген тахта	элейген тахта	bolóhin	belim/HL		meli/HL	belũ/L	bélma/L	belima	mulolo/H	meɬi	meɬe || miɬe	mur/M	mur	mɨlu	c̄̌in	ḁlc̄̌é	Loróm	NA	NA	jar	jerí	NA	jarjár	NA	rɨgɨ́n	niǧré	nigra:/HL	nigra	mɨgra || mugra	väl	vel	gúmzɨr	muq̃Ial
286	ЛОПАТА	бел	күрәк, бел	бел	лапутке	ʕes || ʕers, buhún	reX̄in/HL, bel/H		q'os̄̌i/HL, beli/HL	beXũ/H, jeX̄ĩ/H, bel/H	beXún/LH, bel/H	reX̄en, bel	ãki/HL, bel/H	aku	aku	ä̃kö/M	äkö	ẽgu	č'at'a, bil	k'at'á	k'át'i, č'aq'˳, bel	jirf/H, bir/H	jirf, ber	k'it'á, ʒ̊uwáX	k'et'á, žubráX, ber	k'et'á	k'et'á	NA	jirf, p̃er	jif, ber	toj/H, kurak/HL	kurak	toj, kurak	Xolsä, ber	bər	ber	beIdul
287	КИРКА	NA	күлүнҝ	керки, каза	кирка	k'áč'i	gaza/H		miX̄iL̄i/HHL	gač'a/H	gozá/H	gač'a	gač'a/HL	bizo	bezo	boza/H	boza	bozo	kulung	gazá	pulúngi	geʒgéʒe/R	gazgáz	с̊ulúng	kulúng	kulúng	külíng	NA	k̃ac̃áj	kɨlɨ́ng	kɨlɨng/H, gazaj/L	kɨlɨng	kɨlɨng	kulung	gəzəj	q'e:r	külüng
288	МОТЫГА	цел	тоха, кәрки	каза	матик	tóqi	cel/R		NA	ma:la/L	malá/L	gam	cel/H	bizo	toqi	töqi/L	toqi	toqi	k̄aza	gaza	pulúngi	gaʒú/F	Rupí	q'up̄í	q̄upí	gazá	gazá	NA	k̃ac̃áj	gaʒáj	NA	NA	NA	kerki	gəzəj	kärkí	kärki
289	ГРАБЛИ	NA	дырмыг, чәнҝ	тырнавуч	тирнавуч	qačíRru	ɬabɬal/L		L̄'oX̄oX̄oro/HHHL	X̄ãX̄adi/HLL	X̄anX̄ál/H	raqan	XanXa/HL, miqi/HL	XosLak'u, parči	parci	parcXi/L	parcXi	zigizegi	X̄˳IilaX̄˳Ii	mark̄lúč, malláčik'	hóti-g˳árq̄'i	q'ursí/F, mallá/H	q'Iurš, mallá, Rar	q'Iuj	q'Iuj, zigzíg	g˳arǯárin ʡaj	g˳arǯár-q'Iuj	NA	c̃ɨrʕä́l, eXä́d	č'ɨXI	NA	NA	NA	rakar	ləkərd, mələ	qácol	q̃armaR, mala
290	ВИЛЫ	шада	чәнҝәл, јаба	чиш, сенек	сенек	ten	k'onL'a/HF		ɬano/HL	k'˳anL'a/H	k'únL'a/H	k'˳anL'a	k'oLu/HL	q'IuLu	Romo	sino/LRL	sino	sɨnu	xula	q'Iagá	ɬol	q'IámGIa/H	ruq'án q'Iurš	q'Iamq'I	ruq'Ián q'Iurš	ʡaj	q'Iuj	NA	q'ük	xɨlán	xewa/L	xewa	jaba	xiner	xinnerd	jabá	jaba
291	СЕРП	марс	ораг	оракъ, чалгъы	оракъ; чалгъы	nit	qandiru/HL		qãdiro/HHL, niča/HL	X̄arical/H, niša/L	Xaríca/HHL	niča	nišu/HL	nešu	nešu	röXrič'/HL || röXnič'/HL	roXric'	mišu	mirx, muIh	arx̄lá, mirx̄	áIrum	dahúr/R	dahúr	dahúr, ʕawrák̄	č'inék'˳, mak̄ál	Xawák̄y, mak̄ál	Xebék̄, dahúr	NA	č'anág, p̃ask'ɨ́m	árab	aIrab/HF	aIrab	aIrab	čin	čin	čin	miX
292	КОСА	мангал	дәрјаз	оракъ, чалгъы	оракъ; чалгъы	č'iník'	ničo/H		qalic̄a/HHL	čag/H	čági/HL	qarisa	qarisa/HHL	Xerceli	Xalicen	č'inik'/L	c'inik'	č'inik'	č'inik'	č'inák'	č'iník'˳	dejrás/R	dergés	de̥réc, k'es˳	dürgéc || durgéc	dejrác	dirác	NA	dirgéc	č'inák'	čalRu/H	čalRu	čalRu	q'äsu	q'asu	därjä́z	därgäz
293	ПИЛА	херх	мишар, бычгы	бычгъы	бичкъи	quqédru	quqadir/H		q̄uq̄adiro/R	XuXatur/H	qoqádur/H	č'araX̄un	XereX/L	XiriX	XiriX	XorRo/H	XorXo	həru	X̄arač'ani	álXane	gardábil, X̄úX̄ət'ik'i	durXín	durXín	deréXil	durúXal	duráXil	diréXil	NA	menšeri	girdábil, darXílaq	girdabɨly/H, ajXa:/RL	girdabily, ajXewa	girdabɨl, ajXa	mešěr	mišer	mašár	bušq̃un
294	ТОПОР	диг	балта	балта	балта	ʕiždí	anžidi/HL		ãžite/RRL	kot'a/HF	kut'á/HF	kot'a	õg/F	ʕo	og	õg/M	og	õg	rik'˳	barát̄a	tábərzan	ják'a/F, múrʒu/R, Xaw/R	juk', murʒ || murz, Xab	jḁk'˳	jḁk'˳	jḁk'˳	jik'˳	NA	nažáX, paltá	baltá	jak'˳/L	jak'˳	jak'˳	jok', näǯäX	jok'	baltà, unq	tavar
295	МОЛОТОК	жов	чәкич	чёкюч	чокуч	kurč'á	kurt'a/HF		kot'a/HL	edab/H	iráma/L	kot'a	geran/H	k˳art'a	k˳art'a	t'öʕä/H	t'öʔä	k'uča	q'Iut'ilu	s̄ant	k'urt'á	tawús̊u/H	tawús̊	ʕar	Rad	Rad	Rad	NA	k'aš	sant	k'aš/L, sant/L	k'aš, sant	k'aš	čäkuǯ	čokut	k'ullá	čäküč
296	КУВАЛДА	варзаб	ҝүрз	уллу чёчюч	улу чокуч, кувалда	ot	R˳arzabu/HHL		ĩc̄'aq̄'u/R	hĩc'aq'˳/H	hinc'áq'ur/HHL	hinc'áq'u(r)	hinc'áq'ur/HHL	kedin	k˳edin	ãzak'/H	azak'	ot	burg	bargú	burk	aXIí tawús̊u	baqlúq	baqlúq	k'aš	baqlúq	baqlúq	NA	gurz	q'IúndɨXɨlid sant	NA	NA	NA	gurz	gɨrz	gurz	güpun
297	ГВОЗДЬ	хьостам	мисмар, мых	мых, чюй	мих	maʕ	hamk'˳o/H		miq'e/R	hãk'˳a/H	hãk'˳á/H	hak'˳a	ãk'˳a/HL	ok'o	ak'˳e	moq'o/MH	muq'o	maʕ	maIr	RIamúl	marq'˳I	q'um/H, gum/H, masmár/R	RadáR, masmár	q̄aráq̄, barsúm	q̄adáq̄, qIard, basmár	q̄adáq̄, basmár	q̄adáq̄, basmár	NA	masmár, miX	mɨsmár	GadaX/H, mɨswar/HL	GadaX, mɨswar	GadaX, mɨswar	miX, mismar	meX	masmár, k'art'á	misp̃ar
298	КЛИН	зайл 	паз	чюй	чуй	Lux	hamk'˳o/H		L'ut'i/RH	s̄unč'a/H	čúč'a/H	s̄̌unk'ya	ãk'˳a/HL	ric'u	ric'u	hũc'a/L	huc'a	hũc'u	s̄ana, pǎz	qIart̄a	č'et	NA	snic̄̌	baház	baház	baház	baház	NA	k̃ɨn	wɨgɨ́n	čuj/F	čuj	čuj	kɨn	paz	Xak	čü
299	КОЛ	хьокха	паја	къазыкъ	къазикъ	duqáž	hamk'˳o/H		Hãku/R	ank˳/L	ankú/L	s̄̌unk'ya	Rib/H	ok'o, maqI	NA	mäq/H	mäq	maq	maIr, t̄ala	qIárt̄a	č'et	gum	k̄um	qIart	qIard	qert	k̄um	NA	Xak	Xak	čuj/F	čuj	čuj	meX	paz	Xak	maq
300	ПАЛКА	г1аж	ағаҹ, әса	аса (таякъ)	гьаца (таякъ)	ʕuč', xob, Hus, ʕir	c'ul/R, Gant'a/HL		č'uli/RL, ʕeri/RL, muq̄'e/L	č'ant'a/H, c'ulli/H, muq'/H	č'ant'á/H, c'úli/H, muq'ú/H	k'yant'a, ansa, c'uli, muq'u	k'ant'a/HL, get/H, hõs/H	k'et'i, ansa, hibo	hebo, k'et'i	k'obala/H, gendärä-ʕüč'/L-L, zot'i/RLFL	k'obala, gagat'o, zot'i	žoXi, k'et'i, k'obala	t̄arx, aIsa, qaziq, uIrčilu, x̄unduti	k'ak'ám, derx̄, tarzé, k̄arc̄ála urg, q'at'-búk'an	k'˳aHán(i), dáli	márGa/H, čučmáq̄a/R, Rarámc̄a/R	marR	marR, hel	res, Hal	k'aš, ʡisá	marq̄	NA	k'ar, laš	k'aš, pargár, k'ar, t'át'al	t'at'a/H, dal/L, čɨk'/F	t'at'a, čik'	t'at'a, dal, čik'	räs, k'äs, häsä, uXlav	ʕasə, rəz, k'əs, uXlo	lɨX, k'aná, uXlúR	k̃oval, čombaR, oXluR
301	ШИЛО	ю	биз	биз	биз	ʕíbur	himu/HF		himi/HL	him/L	himí/L	himu	emu/HL	imu	imu	emö/MFL	emo	emu	p̄a	durúp̄	dab	ruw/H	rib, gundús̊	rew	reb	rew	rib	NA	rib	rab	rab/H	rab	rab	reb	reb	p̃la	biz
302	ИГЛА	маха	ијнә	ине	ина	t'uk'én	bežun/L		mežu/L	bezũ/L	bézun/L	bežun	buq'un/HL	mura || muri	maq'˳are	nöwši/MFL	nep'ci	nebsi	X̄alaX̄i	biráp̄a	t'éL'on	ruw	rub	ru	rub	ru	rub	NA	rab	rub	wi:ba/L	wɨjäba	we:ba	rɨb, gundiǯ	rub	miXéz	beIk
303	СПИЦА	ч1уй	мил	согъагъан чиш	согъаган чиш	xuxári	bežun/L		mežu/L	bezũ/L	bek'ún/H	bek̄un	buq'un/HL	mura || muri	maq'˳are	q'äč'äl/H	q'äč'äl	q'ač'al	k'unu	č'ála	čun	riw/H	rib, t'ul	č'ulúč'	č'ulúč'	č'ulúč'	zaz	NA	q'un	luq'ún	wuq'na/L	wuq'una	wuq'una	q'un	q'un	von	mil
304	НАПЕРСТОК	т1ара	үскүк	оймакъ	оймакъ	gilsít'abaliž || gislít'abaliž	c̄'ek'a		ũk'a	XoXa/HL	XóXa/HL	buruna	buruna/HHL	bašiɬsi	hilu	pilo/L	zoL'o	šešet'u	X̄alaX̄i-k'is̄a	derzú-t'ule	góIntəra	ujmáX/L	ujmáR	t'u	t'ub	t'awúl	t'ab	NA	igíšt̃an	t'ilíjadɨ	t'ulung/H	t'ɨlɨng	t'ulung	ujmäX	t'il	ɨstálger	ängist̃än
305	НОЖНИЦЫ	тукар	гајчы	къайчы	къайчи	k'˳eL'-maX	isir/H		k'˳ãL̄'ela/HHL	NA	k'unL'íb/H	k'˳anL'a	qirič'/H	qerič'	mok'ort'i	rüt't'enä/HM	rüt'-dena	ruč'-t'ena	hiIsilu	luhúk'a	ját̄ərsi	urús̊u/H	ubrús̊	Harás || Hawrás	Hut̄és	Harás	Hatáz	Hüt̄áz	mɨk'rát'	q'Iɨ́č'id	ades̄e/H	ades̄e	ades̄e	mɨk'rät'	mɨk'rət'	muk'räd	q̃ači
306	ВЕРЁВКА	муш	ип, кәндир	йип	йип	ʕas	rosan/L, iɬob/L		rac̄'i/HL, ĩXa/RL	hĩh˳ã/H, ĩɬa/H, baL'/L	nis̄ú/L, iɬáb/H	iɬa, as̄̌i, rac̄̌i	rač'č'i/HL	roč, ricu, reču, oɬ	roč, meq'u	räč'/FL	muka, sabali, räč	reč, bac'ar	x̄˳a, hinča, maraz	dirXála, p̄ané, síga, q̄ajš	báIk'on(i), k˳ar	t'urím/R, t'il	t'urín, č'il	k'at'íl, t'urín, muf̄úr	gat'íl, ʕub, mufúr	gat'íl, mufúr	c̄̌eʔ, mufúr	NA	eb, c'il	t'uʔI, awán, RIa	t'oIʔa/H || t'o:I/H || t'˳a:I/H	t'uIʔ	t'oIʔ	muk'at', čatu, ǯijě, ʕäbi	Xiri, ǯije, mɨk'ət', keškid	ǯijä́, ink'	viž, k'ändür, čatuR
307	НИТКА	тай	сап	чар йип	йип	k˳ar	rekun/HF		k˳ari/L	k˳ar/L	korú/L	k˳aru	moXo/HL	moXo	meq'u	röXöš/M	röXöš	neXus	X̄al, marq˳, č'ek'u	barXáre	k˳ar	mursúl/R	mursúl	mašín	duq'úm, t̄un	diq'úm, t̄un	Xaját, duq'úm	NA	Xal	úXur, k˳ely	uXara/LLH	uXara	oXara	Xi	Xiri	mɨsɨ́r	t̃uri
308	МОТОК НИТОК	уьйриг	јумаг (кәләф)	йип юммакъ	йип юммакъ	kum	girgin/H		k'ãk'a/RH	Ram/L	č'ac'án/H	k'yek'yan	čarXi/LH	c'elo	c'eli	laga/L	laga	č'ile	k'ut'	c'ík'˳a	k'˳et'	c'úk'u/H	c'ík'˳, k'ec'	c'ek'˳	kab	dik'úmin g˳ad	c'ik'˳	NA	k'˳at'	c'ik'˳	c'ik'˳/H, kolt'/L, kok	c'ik'˳, k˳alt'	kolt', kok	k'ɨrk'ɨr, k'et'	k'et', ville	nüš || niš, k'ark'ɨ́r, qal	k̃anak̃
